game_id,timestamp,player_count
10,1341100800000,53967
10,1343779200000,53685
10,1346457600000,55321
10,1349049600000,56053
10,1351728000000,56957
10,1354320000000,61189
10,1356998400000,65188
10,1359676800000,60134
10,1362096000000,49412
10,1364774400000,43856
10,1367366400000,36913
10,1370044800000,35960
10,1372636800000,34412
10,1375315200000,34230
10,1377993600000,36983
10,1380585600000,36655
10,1383264000000,39826
10,1385856000000,40743
10,1388534400000,44491
10,1391212800000,41945
10,1393632000000,39230
10,1396310400000,35774
10,1398902400000,33755
10,1401580800000,31392
10,1404172800000,30469
10,1406851200000,29564
10,1409529600000,30379
10,1412121600000,31690
10,1414800000000,33495
10,1417392000000,36393
10,1420070400000,37018
10,1422748800000,34453
10,1425168000000,33107
10,1427846400000,30333
10,1430438400000,26466
10,1433116800000,24177
10,1435708800000,23624
10,1438387200000,22650
10,1441065600000,23130
10,1443657600000,24278
10,1446336000000,26133
10,1448928000000,27926
10,1451606400000,29670
10,1454284800000,29617
10,1456790400000,28136
10,1459468800000,24994
10,1462060800000,22998
10,1464739200000,22585
10,1467331200000,21136
10,1470009600000,21491
10,1472688000000,21984
10,1475280000000,23413
10,1477958400000,24792
10,1480550400000,26909
10,1483228800000,29300
10,1485907200000,28071
10,1488326400000,26577
10,1491004800000,22842
10,1493596800000,21838
10,1496275200000,20229
10,1498867200000,20303
10,1501545600000,18292
10,1504224000000,18685
10,1506816000000,20764
10,1509494400000,24734
10,1512086400000,25689
10,1514764800000,27589
10,1517443200000,26135
10,1519862400000,25812
10,1522540800000,22637
10,1525132800000,18895
10,1527811200000,18604
10,1530403200000,18703
10,1533081600000,17093
10,1535760000000,17531
10,1538352000000,18183
10,1541030400000,20591
10,1543622400000,21858
10,1546300800000,22902
10,1548979200000,21432
10,1551398400000,19302
10,1554076800000,17373
10,1556668800000,16503
10,1559347200000,14925
10,1561939200000,15309
10,1564617600000,14902
10,1567296000000,14661
10,1569888000000,14937
10,1572566400000,15994
10,1575158400000,18196
10,1577836800000,19141
10,1580515200000,17705
10,1583020800000,30500
10,1585699200000,31782
10,1588291200000,29589
10,1590969600000,21446
10,1593561600000,18159
10,1596240000000,16485
10,1598918400000,16041
10,1601510400000,17908
10,1604188800000,20908
10,1606780800000,22645
10,1609459200000,23762
10,1612137600000,21626
10,1614556800000,22140
10,1617235200000,21562
10,1619827200000,18089
10,1622505600000,16391
10,1625097600000,14972
10,1627776000000,14064
10,1630454400000,14559
10,1633046400000,15631
10,1635724800000,16321
10,1638316800000,16534
10,1640995200000,18392
10,1643673600000,18714
10,1646092800000,16745
10,1648771200000,16636
10,1651363200000,14189
10,1654041600000,13707
10,1656633600000,14019
10,1659312000000,13191
10,1661990400000,13455
10,1664582400000,13709
10,1667260800000,15888
10,1669852800000,16245
10,1672531200000,17136
10,1674432000000,15427
10,1674518400000,15770
10,1674604800000,15118
10,1674691200000,15025
10,1674777600000,15486
10,1674864000000,15989
10,1674950400000,16269
10,1675036800000,15175
10,1675123200000,15158
10,1675209600000,14883
10,1675296000000,15136
10,1675382400000,15236
10,1675468800000,16101
10,1675555200000,16364
10,1675641600000,14953
10,1675728000000,14815
10,1675814400000,14551
10,1675900800000,13992
10,1675987200000,14757
10,1676073600000,15815
10,1676160000000,16122
10,1676246400000,14835
10,1676332800000,14265
10,1676419200000,14631
10,1676505600000,14445
10,1676592000000,15000
10,1676678400000,15417
10,1676764800000,15689
10,1676851200000,15043
10,1676937600000,15058
10,1677024000000,14678
10,1677110400000,14325
10,1677196800000,14715
10,1677283200000,15397
10,1677369600000,15766
10,1677456000000,14777
10,1677542400000,14331
10,1677628800000,14107
10,1677715200000,14045
10,1677801600000,14563
10,1677888000000,15193
10,1677974400000,15577
10,1678060800000,14544
10,1678147200000,14607
10,1678233600000,13650
10,1678320000000,13992
10,1678406400000,14772
10,1678492800000,15346
10,1678579200000,15520
10,1678665600000,14233
10,1678752000000,13961
10,1678838400000,13535
10,1678924800000,13803
10,1679011200000,14517
10,1679097600000,15172
10,1679184000000,15828
10,1679270400000,14819
10,1679356800000,14843
10,1679443200000,14545
10,1679529600000,14565
10,1679572856000,8678
10,1679576502000,10098
10,1679580052000,11175
10,1679583641000,11958
10,1679587250000,12414
10,1679590862000,12829
10,1679594514000,13890
10,1679598107000,14565
10,1679601710000,13757
10,1679605309000,11729
10,1679608907000,9717
10,1679612517000,8102
10,1679616098000,6747
10,1679619718000,6087
10,1679623317000,5887
10,1679626932000,5933
10,1679630474000,5404
10,1679634049000,4965
10,1679637644000,4696
10,1679641299000,4903
10,1679644842000,5380
10,1679648505000,6084
10,1679652033000,6760
10,1679655643000,7496
10,1679659266000,8811
10,1679662846000,9954
10,1679666454000,11089
10,1679670089000,11793
10,1679673692000,12618
10,1679677304000,13172
10,1679680908000,14048
10,1679684514000,14803
10,1679688139000,14455
10,1679691706000,13104
10,1679695316000,11469
10,1679698941000,9646
10,1679702519000,8121
10,1679706112000,7117
10,1679709706000,6478
10,1679713256000,6355
10,1679716876000,5903
10,1679720443000,5499
10,1679724108000,5411
10,1679727684000,5766
10,1679731308000,6450
10,1679734905000,7204
10,1679738468000,8247
10,1679742173000,9108
10,1679745715000,10206
10,1679749288000,11420
10,1679752907000,12355
10,1679756460000,13295
10,1679760129000,13577
10,1679763715000,13961
10,1679767314000,14740
10,1679770976000,15144
10,1679774507000,14897
10,1679778121000,13817
10,1679781699000,11912
10,1679785311000,10121
10,1679788870000,8508
10,1679792548000,7305
10,1679796111000,6635
10,1679799710000,6346
10,1679803317000,6081
10,1679806908000,5757
10,1679810505000,5651
10,1679814109000,6030
10,1679817670000,6872
10,1679821289000,7982
10,1679824929000,9250
10,1679828515000,10296
10,1679832110000,11469
10,1679835697000,12803
10,1679839310000,13627
10,1679842914000,14355
10,1679846459000,14802
10,1679850080000,14672
10,1679853715000,15479
10,1679857309000,15534
10,1679860911000,14249
10,1679864507000,12197
10,1679868108000,9693
10,1679871729000,8207
10,1679875255000,7129
10,1679878891000,6571
10,1679882528000,6089
10,1679886114000,5579
10,1679889697000,4905
10,1679893302000,4454
10,1679896895000,4265
10,1679900508000,4663
10,1679904154000,5176
10,1679907674000,5795
10,1679911259000,6626
10,1679914856000,7369
10,1679918436000,8434
10,1679922095000,9787
10,1679925703000,11039
10,1679929313000,12147
10,1679932903000,12820
10,1679936513000,13367
10,1679940077000,14616
10,1679943719000,14536
10,1679947370000,13267
10,1679950913000,11134
10,1679954495000,9234
10,1679958055000,7833
10,1679961774000,6768
10,1679965292000,6235
10,1679968919000,5963
10,1679972465000,5709
10,1679976090000,5151
10,1679979714000,4627
10,1679983254000,4469
10,1679986870000,4658
10,1679990450000,5235
10,1679994066000,5963
